idx,log_timestamp,camera,ave_speed,speed_units,image_path,image_w,image_h,image_bigger,direction,plugin_name,cx,cy,mw,mh,m_area,x_left,x_right,y_upper,y_lower,max_speed_over,min_area,track_counter,cal_obj_px,cal_obj_mm,status,cam_location
20220226-1824140,"""2022-02-26 18:24:14""",PiCam,28.85,mph,media/images/speed-20220220-1343/speed-29-20220226-1824140.jpg,960,720,3,L2R,None,51,0,22,38,836,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1824151,"""2022-02-26 18:24:15""",PiCam,15.42,mph,media/images/speed-20220220-1343/speed-15-20220226-1824151.jpg,960,720,3,L2R,None,121,0,26,40,1040,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1824300,"""2022-02-26 18:24:30""",PiCam,23.59,mph,media/images/speed-20220220-1343/speed-24-20220226-1824300.jpg,960,720,3,R2L,None,129,17,23,28,644,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1845108,"""2022-02-26 18:45:10""",PiCam,19.37,mph,media/images/speed-20220220-1343/speed-19-20220226-1845108.jpg,960,720,3,L2R,None,69,31,22,13,286,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1846350,"""2022-02-26 18:46:35""",PiCam,29.93,mph,media/images/speed-20220220-1343/speed-30-20220226-1846350.jpg,960,720,3,L2R,None,99,21,36,14,504,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1850383,"""2022-02-26 18:50:38""",PiCam,19.11,mph,media/images/speed-20220220-1343/speed-19-20220226-1850383.jpg,960,720,3,R2L,None,104,31,27,13,351,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1856198,"""2022-02-26 18:56:19""",PiCam,32.67,mph,media/images/speed-20220220-1343/speed-33-20220226-1856198.jpg,960,720,3,L2R,None,117,28,36,16,576,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1857071,"""2022-02-26 18:57:07""",PiCam,28.48,mph,media/images/speed-20220220-1343/speed-28-20220226-1857071.jpg,960,720,3,R2L,None,82,22,29,14,406,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1900149,"""2022-02-26 19:00:14""",PiCam,33.73,mph,media/images/speed-20220220-1343/speed-34-20220226-1900149.jpg,960,720,3,L2R,None,85,20,33,19,627,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1905374,"""2022-02-26 19:05:37""",PiCam,29.93,mph,media/images/speed-20220220-1343/speed-30-20220226-1905374.jpg,960,720,3,L2R,None,96,26,37,22,814,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1919257,"""2022-02-26 19:19:25""",PiCam,26.99,mph,media/images/speed-20220220-1343/speed-27-20220226-1919257.jpg,960,720,3,L2R,None,86,26,28,13,364,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1923306,"""2022-02-26 19:23:30""",PiCam,33.1,mph,media/images/speed-20220220-1343/speed-33-20220226-1923306.jpg,960,720,3,R2L,None,78,24,31,13,403,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1939435,"""2022-02-26 19:39:43""",PiCam,35.74,mph,media/images/speed-20220220-1343/speed-36-20220226-1939435.jpg,960,720,3,L2R,None,110,30,30,25,750,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1959366,"""2022-02-26 19:59:36""",PiCam,39.54,mph,media/images/speed-20220220-1343/speed-40-20220226-1959366.jpg,960,720,3,L2R,None,106,29,36,14,504,50,250,110,173,15,200,6,25,1092.2,,None
20220226-2001420,"""2022-02-26 20:01:42""",PiCam,36.34,mph,media/images/speed-20220220-1343/speed-36-20220226-2001420.jpg,960,720,3,L2R,None,106,24,36,16,576,50,250,110,173,15,200,6,25,1092.2,,None
20220226-2007351,"""2022-02-26 20:07:35""",PiCam,26.38,mph,media/images/speed-20220220-1343/speed-26-20220226-2007351.jpg,960,720,3,L2R,None,91,24,32,16,512,50,250,110,173,15,200,6,25,1092.2,,None
20220226-2029356,"""2022-02-26 20:29:35""",PiCam,30.78,mph,media/images/speed-20220220-1343/speed-31-20220226-2029356.jpg,960,720,3,R2L,None,87,21,30,21,630,50,250,110,173,15,200,6,56,2743.2,,None
20220226-2031000,"""2022-02-26 20:31:00""",PiCam,29.27,mph,media/images/speed-20220220-1343/speed-29-20220226-2031000.jpg,960,720,3,L2R,None,97,30,31,14,434,50,250,110,173,15,200,6,25,1092.2,,None
20220226-2033359,"""2022-02-26 20:33:35""",PiCam,29.95,mph,media/images/speed-20220220-1343/speed-30-20220226-2033359.jpg,960,720,3,L2R,None,98,26,30,12,360,50,250,110,173,15,200,6,25,1092.2,,None
20220226-2050329,"""2022-02-26 20:50:32""",PiCam,41.41,mph,media/images/speed-20220220-1343/speed-41-20220226-2050329.jpg,960,720,3,L2R,None,111,30,33,15,495,50,250,110,173,15,200,6,25,1092.2,,None
20220226-2052246,"""2022-02-26 20:52:24""",PiCam,18.82,mph,media/images/speed-20220220-1343/speed-19-20220226-2052246.jpg,960,720,3,R2L,None,116,28,23,15,345,50,250,110,173,15,200,6,56,2743.2,,None
20220226-2053230,"""2022-02-26 20:53:23""",PiCam,24.65,mph,media/images/speed-20220220-1343/speed-25-20220226-2053230.jpg,960,720,3,L2R,None,105,23,57,25,1425,50,250,110,173,15,200,6,25,1092.2,,None
20220226-2104155,"""2022-02-26 21:04:15""",PiCam,20.39,mph,media/images/speed-20220220-1343/speed-20-20220226-2104155.jpg,960,720,3,R2L,None,113,21,26,17,442,50,250,110,173,15,200,6,56,2743.2,,None
20220226-2104168,"""2022-02-26 21:04:16""",PiCam,23.28,mph,media/images/speed-20220220-1343/speed-23-20220226-2104168.jpg,960,720,3,R2L,None,31,30,26,12,312,50,250,110,173,15,200,6,56,2743.2,,None
20220226-2110390,"""2022-02-26 21:10:39""",PiCam,27.29,mph,media/images/speed-20220220-1343/speed-27-20220226-2110390.jpg,960,720,3,R2L,None,67,22,31,13,403,50,250,110,173,15,200,6,56,2743.2,,None
20220226-2142458,"""2022-02-26 21:42:45""",PiCam,30.6,mph,media/images/speed-20220220-1343/speed-31-20220226-2142458.jpg,960,720,3,L2R,None,102,31,32,17,544,50,250,110,173,15,200,6,25,1092.2,,None
20220226-2143483,"""2022-02-26 21:43:48""",PiCam,27.11,mph,media/images/speed-20220220-1343/speed-27-20220226-2143483.jpg,960,720,3,L2R,None,103,23,36,17,612,50,250,110,173,15,200,6,25,1092.2,,None
20220226-2145516,"""2022-02-26 21:45:51""",PiCam,28.76,mph,media/images/speed-20220220-1343/speed-29-20220226-2145516.jpg,960,720,3,R2L,None,77,31,29,15,435,50,250,110,173,15,200,6,56,2743.2,,None
20220226-2146067,"""2022-02-26 21:46:06""",PiCam,31.73,mph,media/images/speed-20220220-1343/speed-32-20220226-2146067.jpg,960,720,3,R2L,None,83,24,30,15,450,50,250,110,173,15,200,6,56,2743.2,,None
20220226-2147357,"""2022-02-26 21:47:35""",PiCam,31.93,mph,media/images/speed-20220220-1343/speed-32-20220226-2147357.jpg,960,720,3,L2R,None,115,24,38,13,494,50,250,110,173,15,200,6,25,1092.2,,None
20220226-2148331,"""2022-02-26 21:48:33""",PiCam,30.44,mph,media/images/speed-20220220-1343/speed-30-20220226-2148331.jpg,960,720,3,L2R,None,93,26,36,17,612,50,250,110,173,15,200,6,25,1092.2,,None
20220226-2152309,"""2022-02-26 21:52:30""",PiCam,39.59,mph,media/images/speed-20220220-1343/speed-40-20220226-2152309.jpg,960,720,3,R2L,None,55,25,37,15,555,50,250,110,173,15,200,6,56,2743.2,,None
20220226-2155546,"""2022-02-26 21:55:54""",PiCam,21.89,mph,media/images/speed-20220220-1343/speed-22-20220226-2155546.jpg,960,720,3,L2R,None,79,26,30,19,570,50,250,110,173,15,200,6,25,1092.2,,None
20220226-2158010,"""2022-02-26 21:58:01""",PiCam,23.69,mph,media/images/speed-20220220-1343/speed-24-20220226-2158010.jpg,960,720,3,R2L,None,62,24,20,14,280,50,250,110,173,15,200,6,56,2743.2,,None
20220226-2214213,"""2022-02-26 22:14:21""",PiCam,28.53,mph,media/images/speed-20220220-1343/speed-29-20220226-2214213.jpg,960,720,3,L2R,None,92,26,32,13,416,50,250,110,173,15,200,6,25,1092.2,,None
20220226-2241572,"""2022-02-26 22:41:57""",PiCam,25.62,mph,media/images/speed-20220220-1343/speed-26-20220226-2241572.jpg,960,720,3,L2R,None,98,31,31,13,403,50,250,110,173,15,200,6,25,1092.2,,None
20220226-2324207,"""2022-02-26 23:24:20""",PiCam,23.08,mph,media/images/speed-20220220-1343/speed-23-20220226-2324207.jpg,960,720,3,L2R,None,84,29,31,16,496,50,250,110,173,15,200,6,25,1092.2,,None
20220226-2337445,"""2022-02-26 23:37:44""",PiCam,24.17,mph,media/images/speed-20220220-1343/speed-24-20220226-2337445.jpg,960,720,3,R2L,None,90,25,28,12,336,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0018598,"""2022-02-27 00:18:59""",PiCam,15.37,mph,media/images/speed-20220220-1343/speed-15-20220227-0018598.jpg,960,720,3,L2R,None,70,30,26,12,312,50,250,110,173,15,200,6,25,1092.2,,None
20220227-0114137,"""2022-02-27 01:14:13""",PiCam,25.1,mph,media/images/speed-20220220-1343/speed-25-20220227-0114137.jpg,960,720,3,L2R,None,96,30,31,12,372,50,250,110,173,15,200,6,25,1092.2,,None
20220227-0313483,"""2022-02-27 03:13:48""",PiCam,25.61,mph,media/images/speed-20220220-1343/speed-26-20220227-0313483.jpg,960,720,3,R2L,None,92,26,26,12,312,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0453535,"""2022-02-27 04:53:53""",PiCam,24.21,mph,media/images/speed-20220220-1343/speed-24-20220227-0453535.jpg,960,720,3,R2L,None,99,31,26,11,286,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0503072,"""2022-02-27 05:03:07""",PiCam,23.57,mph,media/images/speed-20220220-1343/speed-24-20220227-0503072.jpg,960,720,3,L2R,None,85,31,30,12,360,50,250,110,173,15,200,6,25,1092.2,,None
20220227-0609349,"""2022-02-27 06:09:34""",PiCam,24.88,mph,media/images/speed-20220220-1343/speed-25-20220227-0609349.jpg,960,720,3,R2L,None,89,26,27,12,324,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0635557,"""2022-02-27 06:35:55""",PiCam,23.44,mph,media/images/speed-20220220-1343/speed-23-20220227-0635557.jpg,960,720,3,L2R,None,87,13,56,35,1960,50,250,110,173,15,200,6,25,1092.2,,None
20220227-0645545,"""2022-02-27 06:45:54""",PiCam,25.07,mph,media/images/speed-20220220-1343/speed-25-20220227-0645545.jpg,960,720,3,R2L,None,84,31,31,21,651,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0713324,"""2022-02-27 07:13:32""",PiCam,35.51,mph,media/images/speed-20220220-1343/speed-36-20220227-0713324.jpg,960,720,3,L2R,None,80,11,48,45,2160,50,250,110,173,15,200,6,25,1092.2,,None
20220227-0717416,"""2022-02-27 07:17:41""",PiCam,25.94,mph,media/images/speed-20220220-1343/speed-26-20220227-0717416.jpg,960,720,3,R2L,None,51,10,66,42,2772,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0720300,"""2022-02-27 07:20:30""",PiCam,17.46,mph,media/images/speed-20220220-1343/speed-17-20220227-0720300.jpg,960,720,3,R2L,None,43,7,32,51,1632,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0727304,"""2022-02-27 07:27:30""",PiCam,18.73,mph,media/images/speed-20220220-1343/speed-19-20220227-0727304.jpg,960,720,3,R2L,None,74,17,56,33,1848,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0752516,"""2022-02-27 07:52:51""",PiCam,23.34,mph,media/images/speed-20220220-1343/speed-23-20220227-0752516.jpg,960,720,3,R2L,None,108,20,46,32,1472,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0827522,"""2022-02-27 08:27:52""",PiCam,20.18,mph,media/images/speed-20220220-1343/speed-20-20220227-0827522.jpg,960,720,3,L2R,None,58,0,66,63,4158,50,250,110,173,15,200,6,25,1092.2,,None
20220227-0831068,"""2022-02-27 08:31:06""",PiCam,38.59,mph,media/images/speed-20220220-1343/speed-39-20220227-0831068.jpg,960,720,3,R2L,None,24,0,38,63,2394,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0836073,"""2022-02-27 08:36:07""",PiCam,31.53,mph,media/images/speed-20220220-1343/speed-32-20220227-0836073.jpg,960,720,3,R2L,None,52,13,65,39,2535,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0839444,"""2022-02-27 08:39:44""",PiCam,15.55,mph,media/images/speed-20220220-1343/speed-16-20220227-0839444.jpg,960,720,3,R2L,None,140,0,29,53,1537,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0839454,"""2022-02-27 08:39:45""",PiCam,17.3,mph,media/images/speed-20220220-1343/speed-17-20220227-0839454.jpg,960,720,3,R2L,None,81,0,29,63,1827,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0914395,"""2022-02-27 09:14:39""",PiCam,20.42,mph,media/images/speed-20220220-1343/speed-20-20220227-0914395.jpg,960,720,3,R2L,None,122,20,44,31,1364,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0920273,"""2022-02-27 09:20:27""",PiCam,29.12,mph,media/images/speed-20220220-1343/speed-29-20220227-0920273.jpg,960,720,3,R2L,None,98,14,56,37,2072,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0922526,"""2022-02-27 09:22:52""",PiCam,17.98,mph,media/images/speed-20220220-1343/speed-18-20220227-0922526.jpg,960,720,3,L2R,None,108,0,26,63,1638,50,250,110,173,15,200,6,25,1092.2,,None
20220227-0928549,"""2022-02-27 09:28:54""",PiCam,20.48,mph,media/images/speed-20220220-1343/speed-20-20220227-0928549.jpg,960,720,3,R2L,None,85,28,44,28,1232,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0930585,"""2022-02-27 09:30:58""",PiCam,26.46,mph,media/images/speed-20220220-1343/speed-26-20220227-0930585.jpg,960,720,3,L2R,None,85,17,71,40,2840,50,250,110,173,15,200,6,25,1092.2,,None
20220227-0933221,"""2022-02-27 09:33:22""",PiCam,18.04,mph,media/images/speed-20220220-1343/speed-18-20220227-0933221.jpg,960,720,3,R2L,None,78,14,56,38,2128,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0933246,"""2022-02-27 09:33:24""",PiCam,18.53,mph,media/images/speed-20220220-1343/speed-19-20220227-0933246.jpg,960,720,3,R2L,None,97,34,35,19,665,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0940360,"""2022-02-27 09:40:36""",PiCam,37.73,mph,media/images/speed-20220220-1343/speed-38-20220227-0940360.jpg,960,720,3,R2L,None,38,13,66,40,2640,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0953373,"""2022-02-27 09:53:37""",PiCam,16.74,mph,media/images/speed-20220220-1343/speed-17-20220227-0953373.jpg,960,720,3,R2L,None,101,33,33,19,627,50,250,110,173,15,200,6,56,2743.2,,None
20220227-0954478,"""2022-02-27 09:54:47""",PiCam,23.38,mph,media/images/speed-20220220-1343/speed-23-20220227-0954478.jpg,960,720,3,R2L,None,103,15,51,37,1887,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1006186,"""2022-02-27 10:06:18""",PiCam,24.76,mph,media/images/speed-20220220-1343/speed-25-20220227-1006186.jpg,960,720,3,L2R,None,70,17,99,39,3861,50,250,110,173,15,200,6,25,1092.2,,None
20220227-1007287,"""2022-02-27 10:07:28""",PiCam,21.22,mph,media/images/speed-20220220-1343/speed-21-20220227-1007287.jpg,960,720,3,R2L,None,74,19,60,33,1980,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1008370,"""2022-02-27 10:08:37""",PiCam,20.59,mph,media/images/speed-20220220-1343/speed-21-20220227-1008370.jpg,960,720,3,R2L,None,53,19,54,33,1782,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1014387,"""2022-02-27 10:14:38""",PiCam,39.6,mph,media/images/speed-20220220-1343/speed-40-20220227-1014387.jpg,960,720,3,R2L,None,26,18,62,36,2232,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1020204,"""2022-02-27 10:20:20""",PiCam,25.19,mph,media/images/speed-20220220-1343/speed-25-20220227-1020204.jpg,960,720,3,L2R,None,80,13,83,45,3735,50,250,110,173,15,200,6,25,1092.2,,None
20220227-1020351,"""2022-02-27 10:20:35""",PiCam,30.59,mph,media/images/speed-20220220-1343/speed-31-20220227-1020351.jpg,960,720,3,R2L,None,43,13,67,41,2747,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1025258,"""2022-02-27 10:25:25""",PiCam,26.73,mph,media/images/speed-20220220-1343/speed-27-20220227-1025258.jpg,960,720,3,R2L,None,60,18,57,34,1938,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1032395,"""2022-02-27 10:32:39""",PiCam,28.69,mph,media/images/speed-20220220-1343/speed-29-20220227-1032395.jpg,960,720,3,L2R,None,60,8,55,47,2585,50,250,110,173,15,200,6,25,1092.2,,None
20220227-1037486,"""2022-02-27 10:37:48""",PiCam,31.55,mph,media/images/speed-20220220-1343/speed-32-20220227-1037486.jpg,960,720,3,R2L,None,30,9,64,45,2880,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1052060,"""2022-02-27 10:52:06""",PiCam,16.86,mph,media/images/speed-20220220-1343/speed-17-20220227-1052060.jpg,960,720,3,R2L,None,46,12,37,51,1887,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1056529,"""2022-02-27 10:56:52""",PiCam,23.36,mph,media/images/speed-20220220-1343/speed-23-20220227-1056529.jpg,960,720,3,R2L,None,23,11,78,47,3666,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1056539,"""2022-02-27 10:56:53""",PiCam,15.63,mph,media/images/speed-20220220-1343/speed-16-20220227-1056539.jpg,960,720,3,L2R,None,68,12,45,51,2295,50,250,110,173,15,200,6,25,1092.2,,None
20220227-1057576,"""2022-02-27 10:57:57""",PiCam,30.09,mph,media/images/speed-20220220-1343/speed-30-20220227-1057576.jpg,960,720,3,L2R,None,129,18,50,40,2000,50,250,110,173,15,200,6,25,1092.2,,None
20220227-1108216,"""2022-02-27 11:08:21""",PiCam,15.98,mph,media/images/speed-20220220-1343/speed-16-20220227-1108216.jpg,960,720,3,R2L,None,27,12,62,47,2914,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1111386,"""2022-02-27 11:11:38""",PiCam,24.97,mph,media/images/speed-20220220-1343/speed-25-20220227-1111386.jpg,960,720,3,L2R,None,75,0,85,63,5355,50,250,110,173,15,200,6,25,1092.2,,None
20220227-1131469,"""2022-02-27 11:31:46""",PiCam,32.12,mph,media/images/speed-20220220-1343/speed-32-20220227-1131469.jpg,960,720,3,L2R,None,97,15,70,42,2940,50,250,110,173,15,200,6,25,1092.2,,None
20220227-1139476,"""2022-02-27 11:39:47""",PiCam,15.67,mph,media/images/speed-20220220-1343/speed-16-20220227-1139476.jpg,960,720,3,R2L,None,51,16,40,36,1440,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1144313,"""2022-02-27 11:44:31""",PiCam,23.33,mph,media/images/speed-20220220-1343/speed-23-20220227-1144313.jpg,960,720,3,R2L,None,122,19,40,33,1320,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1148359,"""2022-02-27 11:48:35""",PiCam,27.58,mph,media/images/speed-20220220-1343/speed-28-20220227-1148359.jpg,960,720,3,L2R,None,109,18,65,42,2730,50,250,110,173,15,200,6,25,1092.2,,None
20220227-1152595,"""2022-02-27 11:52:59""",PiCam,28.71,mph,media/images/speed-20220220-1343/speed-29-20220227-1152595.jpg,960,720,3,R2L,None,48,11,53,42,2226,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1154527,"""2022-02-27 11:54:52""",PiCam,32.25,mph,media/images/speed-20220220-1343/speed-32-20220227-1154527.jpg,960,720,3,R2L,None,105,14,46,38,1748,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1156445,"""2022-02-27 11:56:44""",PiCam,30.85,mph,media/images/speed-20220220-1343/speed-31-20220227-1156445.jpg,960,720,3,R2L,None,111,19,44,32,1408,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1157438,"""2022-02-27 11:57:43""",PiCam,16.04,mph,media/images/speed-20220220-1343/speed-16-20220227-1157438.jpg,960,720,3,R2L,None,96,21,46,30,1380,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1157447,"""2022-02-27 11:57:44""",PiCam,17.43,mph,media/images/speed-20220220-1343/speed-17-20220227-1157447.jpg,960,720,3,R2L,None,50,22,37,29,1073,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1200486,"""2022-02-27 12:00:48""",PiCam,20.4,mph,media/images/speed-20220220-1343/speed-20-20220227-1200486.jpg,960,720,3,R2L,None,33,20,98,33,3234,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1204442,"""2022-02-27 12:04:44""",PiCam,33.17,mph,media/images/speed-20220220-1343/speed-33-20220227-1204442.jpg,960,720,3,L2R,None,37,19,59,39,2301,50,250,110,173,15,200,6,25,1092.2,,None
20220227-1214113,"""2022-02-27 12:14:11""",PiCam,28.43,mph,media/images/speed-20220220-1343/speed-28-20220227-1214113.jpg,960,720,3,L2R,None,102,20,45,35,1575,50,250,110,173,15,200,6,25,1092.2,,None
20220227-1214253,"""2022-02-27 12:14:25""",PiCam,22.84,mph,media/images/speed-20220220-1343/speed-23-20220227-1214253.jpg,960,720,3,R2L,None,33,14,77,38,2926,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1215053,"""2022-02-27 12:15:05""",PiCam,28.21,mph,media/images/speed-20220220-1343/speed-28-20220227-1215053.jpg,960,720,3,L2R,None,64,11,50,46,2300,50,250,110,173,15,200,6,25,1092.2,,None
20220227-1216118,"""2022-02-27 12:16:11""",PiCam,17.56,mph,media/images/speed-20220220-1343/speed-18-20220227-1216118.jpg,960,720,3,R2L,None,63,14,59,38,2242,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1228149,"""2022-02-27 12:28:14""",PiCam,24.65,mph,media/images/speed-20220220-1343/speed-25-20220227-1228149.jpg,960,720,3,L2R,None,73,18,45,38,1710,50,250,110,173,15,200,6,25,1092.2,,None
20220227-1230091,"""2022-02-27 12:30:09""",PiCam,27.72,mph,media/images/speed-20220220-1343/speed-28-20220227-1230091.jpg,960,720,3,R2L,None,69,14,59,39,2301,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1231583,"""2022-02-27 12:31:58""",PiCam,36.82,mph,media/images/speed-20220220-1343/speed-37-20220227-1231583.jpg,960,720,3,R2L,None,111,24,52,28,1456,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1234146,"""2022-02-27 12:34:14""",PiCam,27.09,mph,media/images/speed-20220220-1343/speed-27-20220227-1234146.jpg,960,720,3,L2R,None,93,13,42,45,1890,50,250,110,173,15,200,6,25,1092.2,,None
20220227-1234218,"""2022-02-27 12:34:21""",PiCam,21.04,mph,media/images/speed-20220220-1343/speed-21-20220227-1234218.jpg,960,720,3,R2L,None,79,16,49,36,1764,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1240547,"""2022-02-27 12:40:54""",PiCam,28.65,mph,media/images/speed-20220220-1343/speed-29-20220227-1240547.jpg,960,720,3,L2R,None,89,8,89,50,4450,50,250,110,173,15,200,6,25,1092.2,,None
20220227-1248380,"""2022-02-27 12:48:38""",PiCam,23.7,mph,media/images/speed-20220220-1343/speed-24-20220227-1248380.jpg,960,720,3,R2L,None,53,9,68,47,3196,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1250331,"""2022-02-27 12:50:33""",PiCam,23.44,mph,media/images/speed-20220220-1343/speed-23-20220227-1250331.jpg,960,720,3,R2L,None,90,21,36,33,1188,50,250,110,173,15,200,6,56,2743.2,,None
20220227-1252544,"""2022-02-27 12:52:54""",PiCam,18.12,mph,media/images/speed-20220220-1343/speed-18-20220227-1252544.jpg,960,720,3,L2R,None,73,33,39,20,780,50,250,110,173,15,200,6,25,1092.2,,None
20220227-1259200,"""2022-02-27 12:59:20""",PiCam,24.86,mph,media/images/speed-20220220-1343/speed-25-20220227-1259200.jpg,960,720,3,L2R,None,89,8,74,47,3478,50,250,110,173,15,200,6,25,1092.2,,None
